笔记内容,情感倾向,置信度,负面概率,正面概率,笔记链接,关键词
讯联网厂,2,0.153136,0.381089,0.618911,https://www.xiaohongshu.com/explore/666bd4550000000006005458,腾讯
享手机端电脑端,2,0.935328,0.0291023,0.970898,https://www.xiaohongshu.com/explore/666d40e0000000000d00c064,腾讯
妈🐧剧太顶🆙年热度破万居部月繁花月凤行月承欢记月庆余年月玫瑰事暑期播长相思预测部爆剧值提凤行双平台播庆余年全平台集亿播部剧台词超棒👍🏻达女性观点商战思想恋爱观念公平正义值反复背诵承欢记嫁事玫瑰事应感觉孤谈恋爱繁花心热头冷🐧真赢麻线讯视频ViOS端超部长视频资源IP空间体验王沙盘客厅巨幕影院沉浸式体验视频消费功支持杜视界杜全景声戴全新视听体验太牛,2,0.835486,0.0740312,0.925969,https://www.xiaohongshu.com/explore/666db410000000001c029a12,腾讯
明明月充VIP现svip充vip干月送块工钱真赚充月爱艺提样,2,0.6419,0.161145,0.838855,https://www.xiaohongshu.com/explore/666e8359000000000e030f2a,腾讯
讯视频实宜充值法贪宜心商家跑路导员掉员充值放心选择店谱姐妹反馈贪宜马扁请务擦亮眼睛风险走,0,0.985098,0.993294,0.00670609,https://www.xiaohongshu.com/explore/666c5250000000001d018cda,腾讯
HeyBros👋手游推荐官🕹️推荐波讯系类热游戏🥇策类游戏爱错「王荣耀🤴🏻呼百应万箭发场公平决🥈接「平精英🔫值挑战番找准敌稳枪口火力全开享受续击杀爽🥉推荐试试「全民超神手机开黑🧙‍♂️开黑锄carry创造属️⃣挑战操控限「QQ飞车🏎️挑战赛车位引擎热身风驰电掣骑先️⃣痴迷「天堂血盟🛡️魔兽沙场联盟荣耀展现团队精神兄弟征战️⃣轻松「捉妖👻说妖事精灵开启捉妖旅次推荐讯热播手游觉款吸引👀评区分享游戏体验👇记关注游戏推荐🤟,2,0.998138,0.000837764,0.999162,https://www.xiaohongshu.com/explore/66714e2e000000001c034db4,腾讯
讯收购版图海外游戏公司外涉幼教导航搜索引擎电商领域,2,0.953923,0.0207349,0.979265,https://www.xiaohongshu.com/explore/66128dc4000000001a00ec1a,腾讯
太久玩游戏想舍友游戏发现信分名妙特低弄玩游戏字字行想语音输行动参加直持续久分涨终弄,0,0.446704,0.751017,0.248983,https://www.xiaohongshu.com/explore/666d1ffe000000000d00cfb9,腾讯
分享款宝藏app汇集讯芒果爱艺优酷唑唑影视资源真太香年信平时家电视总员员死贵死贵现想剧剧找员💖💖💖追剧备信➕喔,2,0.773066,0.10212,0.89788,https://www.xiaohongshu.com/explore/666ba8440000000006004c62,腾讯
月份年终奖裸辞动行事蓄谋久前辈家劝开理非️⃣找工作难️⃣家里矿应骑驴找马️⃣企业难接受空窗️⃣讯家公司选择开习惯居安思危发现讯法陪度余生里次升职😅😅质头兵厂运转赖完善流程机制程度摆脱赖生态里流水线螺丝钉成长空间次厂时时命感疲倦WLB生工作朋友实厂部重情世反正厂祛魅外鲜亮丽健康业余生时间交换罢现年龄摆想卷入中✌️✌️年优取消年度配额申请香港身份蹭名企成功获批勇气裸辞香港身份意味香港找工作机总体说香港业环境友中年危机感强⚠️分享找工作渠道🔸jobsdb公司类响应速度天午猛投十家午停收面试电话🔸简职HK中资招聘天堂户面放香港职位行业🔸Lked面全球求职软件外企建属领英档案找校友推现香港工作月健康工作环境真感觉量场变强香港消费高算实差晚周末双休工作强度倾😎希年做乐信,2,0.743915,0.115238,0.884762,https://www.xiaohongshu.com/explore/666e4c96000000000e032bde,腾讯
板企业家中选择板选择马云刘强东张鸣马化雷军钟睒睒黄峥丁磊马云里集团创始中国全球知名联网企业家商业洞察力领导力里发展全球电子商务平台刘强东京东集团创始供应链理客户服务重视京东造中国领先电子商务公司张鸣字节跳动创始公司旗拥款流行容平台TikT国际版抖音日头条张鸣算法容分发深刻理解闻名马化讯公司创始讯中国联网综合服务提供商旗QQ微信广受社交平台雷军米科技创始高性价产品联网硬件新售模式引领智手机智硬件创新钟睒睒农夫山泉创始特营销策产品质量农夫山泉中国知名饮水品牌黄峥拼创始社交电商模式占领市场份额中国电商领域玩家丁磊网易公司创始网易中国早联网公司业务涵盖线游戏电子邮件服务线教育领域评区告诉答案钟睒睒,2,0.991053,0.00402597,0.995974,https://www.xiaohongshu.com/explore/66694ed3000000001c0293a5,腾讯
解讯视频员月卡元秒账讯月vip讯员月卡正规直充少量手慢月动取消扣费需验证码接受验证码需配合配合配合事说遍秒账温馨提示线充值请客服前请确认充值账号准确误旦充值成功支持退换提醒支持手机电脑平板支持电视端投影仪买家发错号码导充值成功退款请务检查充值账号虚拟产品账麻烦确认收货放心时线客服讯视频vip讯视频员讯视频,2,0.00375973,0.448308,0.551692,https://www.xiaohongshu.com/explore/666fef72000000001d018168,腾讯
找稳搭子讯员享年卡找开卡两端,2,0.00347442,0.448437,0.551564,https://www.xiaohongshu.com/explore/666aeaaf000000000e0321a4,腾讯
⌨️爱书朋友新品⌨️金融时报纽约时报泰晤士报年度商业图书📖讯科技帝国崛📘讯样⃣️视角新颖作美国彭博社科技记中国科技领域踪报道十年马化身朋友🐧讯众高访谈分量幕采访程细节系首次披露⃣️海外视角讲述中国科技巨头🐧讯开创黄金时代科技新范式困境📘新知⃣️书呈现讯发展程成功验讯国企业环境长足发展⃣️部企业记成长意义企业家投资读获益🐧目录▪️章马哥▪️章企鹅曲▪️章战巨头灵魂探寻旅▪️章风标▪️章宿敌里▪️章美团投奔讯▪️章微信中国虚拟城市广场▪️章网约车战▪️章征战游戏▪️十章决战手游▪️十章灵巨头▪️十章元宇宙未,2,0.996406,0.00161739,0.998383,https://www.xiaohongshu.com/explore/666ec47a000000001d017f3c,腾讯
分钟领搞讯年卡员厉害想兑年年年,0,0.967093,0.985192,0.0148081,https://www.xiaohongshu.com/explore/6671126f000000001c02bed2,腾讯
主负责游戏电竞赛策划Lplkpl讯子公司电竞赛直播be深圳房补开学时间太够讯游戏脉感兴趣官网投递走推,2,0.990888,0.00410046,0.9959,https://www.xiaohongshu.com/explore/652f97fd000000001f0045fe,腾讯
眼里样衣服样姿势样滨海展厅沧桑线拍滤镜系工作沧桑,2,0.968134,0.0143399,0.98566,https://www.xiaohongshu.com/explore/667031d1000000001c03554b,腾讯
讯创十年做行业巨头开座位挥洒青春夜拍豪气总部楼周末晚灯火通明身体厂工作强度围绕厦面机位爬山爬楼脚步行程位置放🕙时间全天开放🎫门票免费免预约📍址深圳市南山区海天路号🚇交通铁号线深南站口步行米📷拍攻️⃣海天路图条街讯滨海厦建筑体量呈现淋漓名城市巨物感中长焦压缩空间效果mm效手机倍变焦画面震撼️⃣深圳湾创业广场图厦东门前广场超广角镜头仰拍图中广mm效手机倍变焦完整拍厦全貌拍面夜景佳位置️⃣书山路图书山路路走创世纪滨海花园东门位置拍居民楼未感高楼跨时空超现实主义魔幻市模板持续分享深圳拍卡旅行攻篇笔记👋🏻,2,0.996961,0.00136746,0.998633,https://www.xiaohongshu.com/explore/666fc511000000000e03116b,腾讯
领偷感重鹅摆拍张拍午接需求开两day含金量挺高,2,0.818147,0.081834,0.918166,https://www.xiaohongshu.com/explore/6644891d000000001e02263a,腾讯
鹅厂年旅正式结束🔚ฅ՞•ﻌ•՞ฅ觉入职路走幸运TGP遇Mr遇领导发行线搭手游末班车结交班姐妹幸陪英雄联盟手游筹备年成长年圆做英雄联盟游戏梦年迈步确实需感谢爸妈盾男朋友条件支持底气希天空海阔星辰海容昨天办完手续发朋友圈微信轰炸感觉网暴样根停朋友说真闷声做太酷年舍省发现整状态工作停歇歇换环境试试许正解月提完辞职刻真年轻松交接结束企业微信回群消息耗两周感觉整皮肤精神状态变找找回昨天删企业微信刻手机空G真帕鲁青春灯火繁星,2,0.881188,0.0534654,0.946535,https://www.xiaohongshu.com/explore/6628d833000000000d033bab,腾讯
事,0,0.714935,0.871721,0.128279,https://www.xiaohongshu.com/explore/665dbfaf000000000f00d889,腾讯
马化讯集团董事主席兼首席执行官讯公司创始首席执行官深圳市潮汕青年商荣誉长深圳潮青永远荣誉主席十届全国青联副主席十十届全国代表讯公司董事主席马化毕业深圳学计算机专业获理学士学位刘炽平讯集团总裁年讯公司首席战投资官负责公司战投资购投资关系面工作拥密歇根学电子工程学士学位史丹福学电子工程理硕士学位西北学凯洛格理学院研究生院工商理硕士学位许晨晔讯首席信息官职深圳数通信局积累软件系统设计网络理市场推广销售面理验深圳学计算机专业拥南京学计算机硕士学位宇昕讯首席运营官负责动娱乐业务系统游戏开发运营市场渠道销售工作张龙讯集团高级执行副总裁负责微信事业群理工作年讯领团队QQ邮箱建设中国邮件服务商年推微信誉微信父毕业华中科技学电信系获硕士学位JesMcll讯首席战官JesMcll高盛纽约分公司董事总理主负责通讯媒娱乐行业研究工作全球联网娱乐媒行业解毕业英国牛津学拥特许金融分析师资格汤道生讯集团高级执行副总裁美国密歇根学计算机工程学士学位斯坦福学电子工程硕士学位刘胜义讯集团高级执行副总裁全球首席营销官增长委员位创始成员全球营销领袖分享智慧赋行业驱动增长罗硕瀚讯集团首席财务官年月罗硕瀚讯首席财务官讯前普华永道计师事务工作拥西澳洲CurtUniversy商学计学士学位美国西北学凯洛格理学院香港科技学EMB学位,2,0.933322,0.0300051,0.969995,https://www.xiaohongshu.com/explore/660b6ca6000000001b009e5c,腾讯
截止年月日国市值高联网厂排行p讨市企业讯BPDDB里B美团B网易B京东B百度B携程B手B滴滴B续发展讨企业联网联网厂市值财知识数行业行业分析行业研究干货投资理财讯里美团京东网易携程手百度,1,0.353478,0.467674,0.532326,https://www.xiaohongshu.com/explore/665d58da000000001303cb6f,腾讯
✅讯王荣耀欢乐斗主金铲铲战英雄联盟平精英穿越火线✅米游原神崩坏区崩坏学园崩坏未事件薄♻️网易系遇格梦幻西游阴阳师蛋仔派明日✅玩游戏真需性强手机备机卖换成红魔游戏,0,0.448854,0.751984,0.248016,https://www.xiaohongshu.com/explore/65d196740000000001028916,腾讯
空员工世面搞hs想挣钱提高提高员工素养脑举报成功真棒,0,0.981563,0.991703,0.00829672,https://www.xiaohongshu.com/explore/66540a96000000000500680c,腾讯
宝子安利划算充值讯员渠道原价续费账式根订备注动充值性产品官直充关价格正规渠道✔️价格肯做菜价捏左角进🍠店🈶️薯薯优惠券囤,2,0.878586,0.0546365,0.945364,https://www.xiaohongshu.com/explore/66053e94000000001202376c,腾讯
直充手机平板电脑月,2,0.934723,0.0293744,0.970626,https://www.xiaohongshu.com/explore/650428a50000000015008706,腾讯
样做游戏网易游戏青年骂讯骂马化骂网易丁磊少户群体基数决负面声音基数否认讯手游确青少年身体健康成长面心理面学习面影响事实款游戏特群体心理学学决策角度深度性开发玩游戏成瘾原网易游戏业务丁磊理风格积履行社责素作网易游戏市场赢良口碑公众支持讯网易中国游戏市场参丁磊少受公众批评责难,0,0.894963,0.952733,0.0472665,https://www.xiaohongshu.com/explore/6630f8b3000000001e02f8fe,腾讯
入职鹅天nr组里哥姐简记录新入职流程日程🥺🥳报道先印访客码进楼外面印滴🖨️记提前做新学习课程入职报前事情现场hr办手续发工卡鹅工位nr相关信息邮箱电脑般前派送工位导师里记问问🤭天新鹅卡应办法刷滴👽进需帮忙权限木天早报道时开通刷掌支付🖐️吃饭事滴吃饭刷卡⚠️电梯微点电梯前旁屏幕选楼层🤝外吃饭点楼层位置北南塔楼层需先中转层通南北塔领台式机次安简💻网线接信号线链接主机屏幕背插口找线插nrte事讲期底层逻辑性期交流🤩天体验nr文档链接先学习全新领域知识学知识希做记录整理观察收获😬🎃,2,0.844574,0.0699417,0.930058,https://www.xiaohongshu.com/explore/666bc899000000001c0200a9,腾讯
讯值部门PCGCSIG裁员率点高,0,0.51085,0.779883,0.220117,https://www.xiaohongshu.com/explore/665bbb19000000000c019bb8,腾讯
🚀探秘科技巨头日游讯解锁联网秘密🏢🏙讯楼印象走进讯楼感建筑设计震撼全玻璃幕墙反射深圳蓝天云太酷炫🖥探秘讯文化创新精神讯创新文化处员工工作式产品研发创新DN开放办公开放式办公环境鼓励团队协作知识分享感觉创意碰撞火花🎮游戏娱乐区公司篮球场运动场咖啡厅健身房幸福指数太高🍽员工餐厅体验提讯员工餐厅类眼花缭乱📸卡点推荐讯雕塑楼前讯雕塑卡代表讯企业精神空中花园楼空中花园俯瞰整科技园区景色美心旷神怡💡贴士提前预约讯公司参观需提前预约跑趟心步发现新惊喜心发现趣💬参观讯次视觉盛宴次心灵触动处细节感受科技力量创新魅力🎉科技爱联网厂充讯公司值游办公氛围环境真错🤔换专业讯实习辈子,2,0.999829,7.71307e-05,0.999923,https://www.xiaohongshu.com/explore/66686583000000000d00e8bd,腾讯
实习生超级敌充实说讯班时间适合年轻btw选择吃太,2,0.853157,0.0660796,0.93392,https://www.xiaohongshu.com/explore/66572e0900000000050048e4,腾讯
肯吐槽牛马分牛马回国联网公司讯确实错性价高讯员工抱团公司薪资遇卷员工属感字节薪资遇肯天花板级卷职率两年理水平貌似降字节范嫡系文化反正选首选肯讯,0,0.0269156,0.562112,0.437888,https://www.xiaohongshu.com/explore/662ba562000000000401b90a,腾讯
清北字节跳动华讯里美团拼蚂蚁金服京东网易百度手滴滴B站米红书商汤微博贝壳普阅文联想金山携程唯品虎扑Soul物爱艺喜马拉雅知搜狐,2,0.752335,0.111449,0.888551,https://www.xiaohongshu.com/explore/66683ebb000000001c022a3d,腾讯
游戏硬碰硬感谢相遇喜欢年✌🏻江湖噜👾,2,0.998468,0.00068952,0.99931,https://www.xiaohongshu.com/explore/6627918a0000000001006a00,腾讯
